ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Center_Z,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
23,3,4034,75.0,324.0,1.0,1.246640377803157,0.843136870728551,1.0,0.6043445692883895,0.5504453769529959,99.5335496764257,102.07840124139877,24.698178070456937,9.441573915517088,8.54400374531753,58.99551328902304,53.51909036968725,57.69283775843527,303.46999999999935,0.8992420864913063,71.1038671294001,312.17897868120974,0,3
23,4,13524,450.0,479.0,1.0,1.0384220151694152,0.5801182199980423,1.0,0.6494429504417979,0.8139480206648595,146.36038190775346,156.8948692596415,56.08029957123981,20.443716496566342,18.35755975068582,113.51658119338099,119.21525698432451,-57.46192011260475,456.9399999999981,0.9665177773807396,455.7444543034605,474.31662230109436,0,4
23,5,17525,343.0,587.0,1.0,1.301997205719313,0.7311975639941146,1.0,0.5566673019503208,0.42116235575593347,198.73972113807582,203.364205306637,50.00999900019995,17.318714312985087,15.524174696260024,148.34847930755214,135.5734326636435,9.887030782214584,723.1179999999977,0.8044156797943633,356.88758915834524,578.282967189729,0,5
23,6,8438,841.0,620.0,1.0,1.2594893649449268,0.7380382707547901,1.0,0.3898359898359898,0.30542407721149745,136.13590547642877,186.27130750601393,39.05124837953327,12.938654219448553,11.180339887498949,97.13032646105863,91.85890755238427,-69.99969737535385,589.2139999999982,0.6743925831202046,846.7622659397962,611.5024887414079,0,6
23,7,5614,1017.0,719.0,1.0,1.2882511246912471,0.6856102870740084,1.0,0.5422582826233941,0.32905160391339056,109.54889657387906,118.06777714516353,21.587033144922902,8.337703197219245,8.0,79.38705233921972,79.74817580697867,24.827065225542462,463.0299999999987,0.7940032529524078,996.4563591022444,724.5067687923049,0,7
24,1,8270,943.0,294.0,1.0,1.7747672359620197,0.9349485637811007,1.0,0.5166166916541729,0.2938537119330842,181.859137375498,185.28356645962967,30.610455730027933,10.602380769561673,9.219544457292887,71.743345979315,64.52058313113727,76.4882736825667,594.6919999999983,0.7869445237415549,954.3350665054413,328.10846432889963,0,1
24,2,10870,513.0,466.0,1.0,1.5028077581192447,0.8688600024744826,1.0,0.48700716845878134,0.31145323849143963,182.44083091594473,195.8187937865005,42.0,13.72858778866775,11.180339887498949,100.64263450461566,90.31876942166146,70.60414765178784,662.2519999999978,0.7404127784210884,503.17451701931924,448.35942962281507,0,2
24,3,7982,447.0,556.0,1.0,1.3276923590506013,0.8152727138659546,1.0,0.4876588465298143,0.319525222861293,141.9178728325214,144.5060552364502,30.364452901377952,10.838567135260362,9.848857801796104,87.61102653663475,82.18140424181499,41.69596911699433,560.2839999999982,0.7750643297567607,470.2726133801052,566.1295414683037,0,3
24,4,3085,394.0,635.0,1.0,1.2839838981430332,0.7214820630288371,1.0,0.5590793765857195,0.49672007797672607,82.47281658148893,90.70832376358854,21.0,7.839427547719674,7.0,60.53283574905157,57.10691012083715,-85.27346578294379,279.36799999999937,0.7923462180557339,392.34489465153973,621.1786061588331,0,4
24,5,7059,719.0,621.0,1.0,1.016929045366201,0.3289252881501896,1.0,0.6872079439252337,0.7270192798377747,98.15073941934162,106.92053123698928,43.01162633521314,14.870341420330817,13.0,90.39635297132857,92.68923448251111,71.20344510906921,349.303999999999,0.9500672947510094,718.3371582377107,621.6295509278934,0,5
26,1,6740,658.0,177.0,1.0,1.045303492615518,0.5910074588425317,1.0,0.7424542850848205,0.7779702063366455,104.09567897929404,105.60303025955268,40.80441152620633,14.43273146681722,13.0,87.38547306396428,83.9704545311462,28.51040665466989,329.95399999999916,0.9565032285531825,652.143175074184,174.95563798219584,0,1
26,2,8922,1023.0,325.0,1.0,1.1340979402528206,0.7172082286893231,1.0,0.7066930693069307,0.6065695741746316,131.4756033249234,138.97481786280562,39.293765408777,14.26432068019319,13.0,98.03440017770292,91.61994715790455,23.707019916409664,429.9279999999988,0.8862180283089149,1011.7964581932303,317.9580811477247,0,2
26,3,10151,367.0,694.0,1.0,1.4271107421845737,0.8595674503150582,1.0,0.6650288259958071,0.394999917691123,170.71573668978263,162.92636373527768,33.734255586866,12.433667754271095,11.313708498984761,94.56973609145719,87.23954962233456,-1.7085218644129887,568.2779999999983,0.7895924082140635,394.059600039405,697.0230519160674,0,3
27,1,1981,233.0,211.0,1.0,2.511481855978004,0.8874189555325146,1.0,0.38213734567901236,0.06757894467900644,102.0795643461591,107.56393447619885,8.48528137423857,2.671324874336921,2.23606797749979,46.849975841368156,47.054980833028466,4.70932303949084,606.9339999999983,0.507753428168653,262.4023220595659,219.04694598687533,0,1
27,2,6743,185.0,311.0,1.0,1.436002855168424,0.895895592459989,1.0,0.5492831541218638,0.41110725815444094,143.25846998129416,135.80132547217644,27.80287754891569,10.89791030360403,10.0,76.35074281448772,63.6446753432167,-29.53218262115553,453.99799999999874,0.832109582279262,210.09298531810768,297.6347323149933,0,2
27,3,4228,253.0,378.0,1.0,1.3370710638303636,0.5190364769364592,1.0,0.3731685789938217,0.21019382448173765,91.07831038971808,112.2007130102122,23.40939982143925,7.656324763732674,6.324555320336759,93.23533834962086,77.84937617260074,-46.5449586432137,502.7619999999983,0.6175869120654396,256.27152317880797,373.3852885525071,0,3
27,4,3535,380.0,539.0,1.0,1.052597208524985,0.6285025361857816,1.0,0.7752192982456141,0.8408632690704635,76.74837873842536,76.11832893594026,27.073972741361768,10.493802315119318,9.433981132056603,58.67915509994366,59.69546730670893,84.46453528334901,229.84599999999952,0.9573459715639809,383.91966053748234,542.9524752475247,0,4
27,5,5564,878.0,956.0,1.0,1.0017815121294806,0.2888044660623425,1.0,0.7794900532362006,0.8803834236611027,85.93869946380457,87.09190547921202,40.718546143004666,14.0976777119652,12.36931687685298,81.90299139836102,82.27668848160893,-0.9502290266624768,281.81399999999945,0.9781997187060478,878.3112868439971,955.9958662832495,0,5
28,1,4016,516.0,88.0,1.0,1.645070338790354,0.9293006095963927,1.0,0.3978601149197543,0.24472459103335925,121.48306668192986,132.94359706281458,21.93171219946131,7.837046395419053,7.0710678118654755,46.357340747656785,44.866638438483726,-49.36920392954695,454.11199999999803,0.8586700876630319,519.781125498008,86.85258964143426,0,1
28,2,7147,673.0,99.0,1.0,1.5913015474609402,0.9106862272962156,1.0,0.6191094941094941,0.3819259113894061,157.0090704152437,163.17475294910057,30.528675044947494,10.575425445540674,9.486832980505138,72.61781842604722,64.86025417856287,80.01822359728787,484.9279999999985,0.7714810017271159,677.995942353435,124.28949209458514,0,2
28,3,2802,865.0,388.0,1.0,1.6956485578984979,0.8306315153375529,1.0,0.4717171717171717,0.3126734691429806,95.97363468774182,99.82484660644363,18.35755975068582,6.6348801193167,5.656854249492381,58.01093868801598,53.44027827205184,86.87871063563341,335.5779999999992,0.6366734832992502,857.9029264810849,390.7259100642398,0,3
28,4,2484,772.0,490.0,1.0,1.2739192704941371,0.6415980202990373,1.0,0.4997987927565392,0.22930683991345846,71.15441890814863,70.45565981523414,14.142135623730951,5.102617342922295,5.0,61.518289963229634,54.57836056080104,-4.233981184685505,368.95399999999927,0.7346938775510204,792.2926731078906,491.93518518518516,0,4
28,5,7895,637.0,817.0,1.0,1.0102466734204203,0.46064914270594,1.0,0.774247327645386,0.8553203731147547,106.41981751101869,108.6876257906115,46.66904755831214,16.472527824292094,14.560219778561036,93.54235896140985,94.4563480736467,36.33798700218376,340.57799999999907,0.9758358568691676,635.4583913869537,817.1659278024066,0,5
29,1,5525,599.0,826.0,1.0,1.0418723384159683,0.5597229765024502,1.0,0.6118493909191584,0.7363596756849856,93.09296874492487,104.23531071570709,36.05551275463989,12.745040975470934,11.313708498984761,75.79075502967947,77.14426152157553,82.37217597709927,307.0619999999992,0.9411464100161826,597.5619909502262,824.4711312217195,0,1
29,2,5272,539.0,878.0,1.0,1.0380113685135728,0.48624869092048634,1.0,0.7300927849328348,0.6998479102695854,88.77086090536456,96.93812459502195,35.510561809129406,12.352867084992578,11.0,78.51681503921589,77.56979523543167,37.65140300288643,307.6739999999995,0.9035907104293426,536.5775796661609,876.2723823975721,0,2
30,1,4768,931.0,301.0,1.0,1.8529462536204344,0.9263170791041881,1.0,0.38389694041867956,0.2971131631153674,140.12530828713517,132.61221663180206,20.518284528683193,7.797079390691762,7.0,63.08346666961238,52.79148582650744,52.238374431927916,449.06799999999856,0.706632085957762,934.7648909395973,290.9773489932886,0,1
30,2,17065,474.0,453.0,1.0,1.0770504960738019,0.5205055867073188,1.0,0.5802053583571332,0.2692080415652059,164.2165086433365,191.4001044931794,57.0701322935211,19.259698511721542,16.15549442140351,156.2215446730717,140.21762291392812,-14.053400509556004,892.5119999999968,0.8089019505605195,473.9115147963668,457.94351010840904,0,2
30,3,11833,214.0,812.0,1.0,1.0248473172150734,0.44799215370853623,1.0,0.674091375185143,0.6016595394474034,130.77960948905755,136.82470537150812,50.32891812864648,18.018437137401715,15.811388300841896,118.06166791635913,116.92187356869053,-37.289232816825894,497.13799999999844,0.9106861122869125,212.03625454238147,810.9708442491337,0,3
30,4,8641,819.0,840.0,1.0,1.076116873965163,0.5554186032214108,1.0,0.6258872953788208,0.31149758971967845,118.12334605477857,124.06449935416659,39.408120990476064,12.891506364715847,11.0,101.89725573875022,98.2279381463923,34.73611677230397,590.4179999999982,0.837387343734858,817.3074875593103,845.856845272538,0,4
30,5,3297,914.0,898.0,1.0,2.216322431732595,0.947452792852713,1.0,0.40733876945885844,0.3099405684512137,129.71297839123181,128.1288414058287,19.1049731745428,6.300854483461717,5.830951894845301,59.08992632777278,41.494613162065235,66.29324624222203,365.61599999999896,0.662713567839196,910.6163178647255,882.5714285714286,0,5
