Filename,ImageID,ObjectID,X,Y,Area,Perimeter,Major Axis,Minor Axis,Circularity,Aspect Ratio,Shape mode,Distance from cluster center,Probability of shape mode 1,Probability of shape mode 2,Probability of shape mode 3,Probability of shape mode 4,Probability of shape mode 5
xy028c1.tiff,28,3,858,391,2802,327.6406563273158,96.1189320177868,53.47897571133018,0.3280064776639201,1.7973218585303394,2.0,4.28,0.2307,0.1934,0.2022,0.1746,0.1991
xy028c1.tiff,28,4,792,492,2484,354.2558800164656,71.23751268987328,54.61991033664254,0.2487295135728149,1.3042407475737394,1.0,7.08,0.1836,0.1932,0.2045,0.228,0.1906
xy028c1.tiff,28,5,635,817,7895,337.3624817342638,106.59129575039469,94.59784268034771,0.8717027834512409,1.126783579098877,1.0,1.5,0.201,0.1794,0.1539,0.2745,0.1912
xy029c1.tiff,29,1,598,824,5525,302.67619023324863,93.23104636082716,77.24236744017591,0.7578541420607275,1.2069936415793374,1.0,1.69,0.2028,0.1747,0.188,0.2583,0.1762
xy029c1.tiff,29,2,537,876,5272,303.86500705120545,88.8981061707914,77.66896765456781,0.7175032721207817,1.1445768993115126,1.0,2.32,0.1842,0.1726,0.1649,0.2788,0.1995
xy030c1.tiff,30,1,935,291,4768,438.0670631985088,140.381261440737,52.82855721955622,0.3122230114405741,2.6572987949928395,3.0,5.08,0.1929,0.2027,0.2251,0.1713,0.208
xy030c1.tiff,30,2,474,458,17065,858.5067093990477,164.53284074519883,140.47380743251006,0.2909569727175963,1.1712706002095643,1.0,4.07,0.1909,0.1637,0.2146,0.2436,0.1872
xy030c1.tiff,30,3,212,811,11833,485.2447327281723,131.01213983865438,117.11967275056723,0.6315141249709586,1.118617707527874,1.0,1.85,0.1831,0.1956,0.1545,0.2743,0.1926
xy030c1.tiff,30,4,817,846,8641,566.3279938488575,118.32415644589331,98.37888535979178,0.33856168704038153,1.2027393481147666,5.0,4.45,0.1737,0.199,0.187,0.2157,0.2246
xy030c1.tiff,30,5,911,883,3297,355.57568516986015,129.94283547993166,41.50337159104257,0.3276911405994567,3.1308982981030016,2.0,4.75,0.2305,0.1882,0.2185,0.1706,0.1921
